MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
80,3,4.564348191467836,9.330343164370879,1,2,0,1,1,1,0,8,5,1,3,4,7,7,43,3,1,1,2,1,2,300.0,2,2,2,3,3,1,5,0,5,0,710,710,2,4,1,3,7.5485559791698735,1080,0,7.999007213243955,0,0,2,1,5,1,2,11,4,1,4,5,49.0,3,2,564,2,3,2,240,0,0,0,0,0,0,4,2,0,6,2,3,12.396693005138824,1,1,1
45,1,3.912023005428146,8.517193191416238,1,2,0,1,1,0,0,0,3,1,3,2,5,6,66,57,0,0,4,3,1,0.0,1,3,2,2,3,3,2,116,5,0,604,720,2,0,0,1,6.688354713946762,0,0,6.688354713946762,0,0,1,0,2,1,1,5,4,0,1,2,66.0,1,2,360,2,3,2,0,0,244,0,0,0,0,4,2,0,12,2,3,11.37366339763672,1,1,1
120,3,3.4657359027997265,9.291551627401006,1,2,1,1,1,4,0,11,2,1,4,3,8,5,15,15,0,0,8,8,1,0.0,2,3,4,3,3,4,6,1619,5,0,100,1719,2,4,1,3,7.449498005382849,0,0,7.449498005382849,2,0,1,1,1,1,2,6,4,2,4,4,15.0,3,2,473,2,3,2,122,30,0,0,0,0,0,4,2,0,5,1,3,12.688498794774466,1,1,1
20,3,4.382026634673881,9.358760377094455,1,2,0,1,1,0,0,8,2,1,3,3,6,5,46,46,2,0,2,1,2,175.0,1,3,2,2,3,1,1,565,5,0,818,1383,2,2,1,3,7.232010331664759,0,0,7.232010331664759,0,0,1,1,3,1,1,7,4,0,1,4,46.0,2,1,292,2,3,2,0,45,0,0,0,0,0,4,2,0,4,2,3,11.886211674714158,1,1,1
75,3,4.23410650459726,9.38328476695754,1,1,1,0,1,0,0,3,5,1,3,2,6,6,93,15,0,0,2,4,1,0.0,1,3,1,2,3,1,5,0,5,0,844,844,2,3,0,2,7.275864600546533,689,0,7.665753431861699,0,0,2,0,5,1,2,10,4,0,1,2,79.0,1,2,441,2,3,2,0,60,268,0,0,0,0,4,2,0,7,2,3,12.27606501735021,1,1,1
70,1,4.0943445622221,8.764365720529808,1,2,0,1,1,1,0,0,2,1,3,5,5,5,89,59,0,0,2,4,1,0.0,1,3,4,2,3,2,5,0,5,0,596,596,2,2,0,3,6.39024066706535,596,0,7.083387847625295,0,0,1,0,3,1,1,6,4,0,1,2,89.0,1,1,189,1,1,0,0,0,137,0,0,0,0,0,2,0,7,2,3,11.26446410567173,1,1,1
90,3,4.23410650459726,9.270870871716214,1,2,1,1,1,0,0,8,2,1,2,3,5,4,43,43,0,0,6,5,2,84.0,1,3,2,2,3,1,6,40,2,264,1424,1728,2,2,1,3,7.454719949364001,0,0,7.454719949364001,0,1,2,0,6,2,1,10,4,0,1,2,5.0,1,1,352,2,3,2,155,0,0,0,0,0,0,4,2,0,11,2,3,11.686878772093667,1,1,1
20,3,4.248495242049359,9.008958312443486,1,2,0,1,1,0,0,8,2,1,3,3,5,6,49,15,0,0,2,1,1,0.0,1,3,2,2,3,1,1,846,5,0,210,1056,2,1,1,3,6.962243464266207,0,0,6.962243464266207,1,0,1,0,3,1,1,6,4,0,1,4,49.0,2,1,308,2,3,2,0,0,0,0,0,0,0,4,2,0,8,2,3,11.842229212112828,1,1,1
20,3,4.442651256490317,9.273784544532717,1,2,1,1,1,0,0,21,2,1,3,3,8,5,6,5,0,0,10,10,2,296.0,2,3,4,3,3,1,6,1124,0,479,1603,3206,2,4,1,3,7.395721608602045,0,0,7.395721608602045,1,0,2,0,3,1,2,7,4,1,4,4,6.0,2,3,880,2,3,2,0,0,0,0,0,0,0,4,2,0,10,2,3,12.556729517143344,1,1,1
120,1,4.07753744390572,9.011645501064283,1,2,0,1,1,3,0,21,2,1,4,3,7,5,4,4,0,0,10,10,4,146.0,2,3,4,3,3,3,6,720,5,0,638,1358,2,4,1,3,7.213768308118642,0,0,7.213768308118642,1,0,2,0,2,1,2,6,4,1,4,4,4.0,2,2,484,2,3,2,192,30,0,0,0,0,0,4,2,0,7,2,3,12.240474072247506,1,1,1
60,3,4.07753744390572,9.109635667854551,1,2,1,1,1,0,0,13,2,1,3,5,6,5,10,10,0,0,10,10,1,0.0,1,3,4,3,3,4,6,828,5,0,115,943,2,3,1,3,6.849066282633458,695,0,7.401231264413015,1,0,2,1,3,1,1,7,4,2,3,4,10.0,3,2,472,2,3,2,100,38,0,0,0,0,0,4,2,0,7,2,3,12.165250651009918,1,1,1
190,3,4.23410650459726,12.011638020852416,0,2,1,3,1,1,2,19,2,1,0,1,5,6,43,43,0,0,7,7,1,0.0,1,3,2,2,3,4,4,1249,1,147,103,1499,2,4,1,3,7.389563953677635,167,0,7.487733761436444,2,0,2,0,3,1,1,7,4,2,4,4,43.0,3,2,529,2,3,2,670,0,0,0,0,0,0,4,1,700,8,2,3,12.341258918085241,1,1,1
20,3,4.454347296253507,9.557964480394498,1,2,1,3,1,1,0,20,2,1,3,3,9,5,2,1,2,0,10,10,4,200.0,2,3,4,4,3,4,6,1249,5,0,673,1922,2,4,1,3,7.561121589530238,0,0,7.561121589530238,1,0,2,0,3,1,2,8,4,1,4,4,2.0,3,3,676,2,3,2,178,51,0,0,0,0,0,4,2,0,7,2,3,12.841129801965447,1,1,1
20,3,4.248495242049359,9.119868468812108,1,2,0,1,1,0,0,14,2,1,3,3,7,5,6,5,0,0,10,10,2,113.0,2,3,4,3,3,3,6,810,5,0,726,1536,2,4,1,3,7.336936913707618,0,0,7.336936913707618,1,0,2,0,3,1,2,7,4,0,1,4,6.0,2,2,532,2,3,2,192,74,0,0,0,0,0,4,2,0,12,2,3,12.273731294003989,1,1,1
20,3,4.51085950651685,9.557116483735667,1,2,0,1,1,1,0,12,2,1,3,3,7,7,22,8,0,0,2,1,1,0.0,2,3,2,3,3,2,4,213,5,0,995,1208,2,4,1,3,7.390798521735676,0,0,7.390798521735676,1,0,2,0,3,1,2,8,4,0,1,4,22.0,2,2,440,2,3,2,108,45,0,0,0,0,0,4,1,400,5,2,3,12.218495165528731,1,1,1
20,3,4.189654742026425,9.425451751593128,1,2,1,1,1,0,0,8,1,1,3,3,6,7,51,11,2,0,2,1,2,176.0,1,3,2,2,2,1,1,585,5,0,630,1215,2,2,1,2,7.102499355774649,0,0,7.102499355774649,0,0,1,0,3,1,1,6,4,0,1,4,51.0,1,1,297,2,3,2,0,0,0,0,234,0,0,4,2,0,6,2,3,11.951180395901384,1,1,1
60,3,4.442651256490317,9.560363239834537,1,2,0,1,1,0,0,19,2,1,3,5,8,5,8,8,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,967,967,2,4,1,3,6.900730664045173,915,0,7.553810852008231,0,0,2,1,4,1,2,9,4,0,1,4,8.0,3,2,431,2,3,2,135,0,0,0,0,0,0,4,2,0,4,2,3,12.220468525813907,1,1,1
20,2,4.0943445622221,9.035986984831405,1,2,0,1,1,0,0,10,1,1,3,3,4,4,59,59,0,0,2,0,1,0.0,0,0,2,2,2,1,5,0,5,0,721,721,2,3,1,3,6.734591659972948,0,0,6.734591659972948,0,0,1,0,2,1,1,4,4,0,1,1,59.0,1,1,294,2,3,0,250,0,24,0,0,0,0,4,2,0,9,2,3,11.314474526246391,1,1,1
90,3,4.23410650459726,9.052984561199976,1,2,0,1,1,0,0,8,2,1,2,3,3,4,57,56,0,0,5,2,2,340.0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,2,6.946975992135418,0,0,6.946975992135418,0,0,2,0,2,2,1,6,4,0,1,2,57.0,1,2,400,2,3,2,0,0,0,0,0,0,0,4,2,0,5,2,3,11.379394072345706,1,1,1
120,3,4.143134726391533,9.08805973726735,1,2,1,1,1,0,0,21,2,1,4,3,9,5,3,3,2,0,4,3,2,616.0,3,3,4,4,3,1,6,28,5,0,1656,1684,2,4,1,3,7.428927194802272,0,0,7.428927194802272,0,0,2,0,2,1,3,6,4,1,5,4,3.0,2,2,564,2,3,2,495,72,0,0,0,0,0,4,2,0,7,2,3,12.491251587763836,1,1,1
160,1,3.58351893845611,7.860185057472165,1,2,0,1,1,0,0,1,2,1,4,5,5,3,34,34,0,0,9,9,1,0.0,1,3,2,3,3,1,1,129,1,232,175,536,2,2,1,3,6.284134161070802,576,0,7.013915474810528,0,0,1,1,3,1,1,4,4,0,1,4,34.0,1,1,336,2,3,2,182,0,0,0,0,0,0,4,2,0,4,2,3,11.350406535472453,1,1,1
50,3,4.174387269895637,8.769507120030227,1,2,0,1,1,0,0,3,4,1,3,1,6,5,67,56,0,0,4,3,1,0.0,1,3,1,2,3,1,5,0,5,0,972,972,2,3,1,3,6.879355804460439,605,0,7.3632795869630385,0,0,1,0,3,1,0,6,4,1,4,2,67.0,1,1,312,2,3,2,0,0,0,0,0,0,0,4,2,0,10,2,3,11.850825253582627,1,1,1
20,3,4.23410650459726,9.455010553834672,1,2,1,1,1,4,0,8,2,1,3,3,6,8,47,9,2,0,4,3,1,0.0,1,2,2,2,3,2,2,498,5,0,460,958,2,2,1,3,6.86484777797086,0,0,6.86484777797086,0,0,1,0,2,1,1,5,4,0,1,4,47.0,2,1,301,2,3,2,0,0,0,0,0,0,0,4,0,15500,4,2,3,11.928340903931561,1,1,1
20,3,4.23410650459726,9.775654181026242,1,2,1,1,1,0,0,8,2,1,3,3,6,5,49,49,0,0,2,1,2,30.0,1,3,2,2,3,1,2,1270,5,0,208,1478,2,4,1,2,7.298445101508147,0,0,7.298445101508147,1,0,2,0,3,1,1,6,4,2,4,4,49.0,1,2,498,2,3,2,0,40,0,0,0,0,0,4,2,0,12,2,3,11.967180737247824,1,1,1
160,3,3.58351893845611,7.803026643632217,1,2,0,1,1,0,0,21,2,1,1,5,7,5,5,4,0,0,10,4,4,106.0,2,3,4,3,3,1,6,573,5,0,191,764,2,4,1,3,6.638567789166521,862,0,7.3938782901077555,1,0,2,1,2,1,2,6,4,0,1,5,5.0,2,2,474,2,3,2,0,27,0,0,0,0,0,4,2,0,10,2,3,11.944707881395766,1,1,1
60,3,4.02535169073515,9.924808634239811,1,2,3,1,1,0,0,21,2,1,3,5,9,5,1,0,2,0,9,9,2,870.0,3,3,4,4,3,1,6,1410,5,0,438,1848,2,4,1,3,7.521859252201629,880,0,7.911324018963353,1,0,2,1,4,1,3,10,4,2,5,4,0.0,3,3,706,2,3,2,0,0,0,0,0,0,0,4,2,0,4,3,4,12.988040814744458,1,1,1
120,3,4.219507705176107,8.964439833539357,1,2,1,1,1,0,0,21,2,1,4,3,9,5,0,0,2,0,4,3,2,362.0,3,3,4,4,3,1,5,0,5,0,1869,1869,2,4,1,3,7.533158807455563,0,0,7.533158807455563,0,0,2,0,2,1,3,6,4,1,4,4,0.0,2,2,617,2,3,2,210,54,0,0,0,0,0,4,2,0,12,3,4,12.669998467265833,1,1,1
120,3,4.23410650459726,8.569975376855206,1,2,1,2,1,0,1,17,2,1,3,3,7,5,20,20,0,0,2,1,1,0.0,1,3,4,3,3,4,6,1082,5,0,371,1453,2,3,1,3,7.2813856635702825,0,0,7.2813856635702825,1,0,1,1,2,1,2,6,4,1,3,4,20.0,2,2,445,2,3,2,0,80,0,0,184,0,0,4,2,0,12,2,0,12.154779351142624,1,1,1
50,3,4.0943445622221,9.114269903225448,1,2,0,1,1,0,0,5,0,1,3,1,5,6,67,58,0,0,10,10,1,0.0,1,3,2,2,2,2,3,236,2,380,0,616,2,2,0,3,6.423246963533519,495,0,7.01301578963963,0,1,1,0,3,1,1,5,4,0,1,2,67.0,1,1,200,2,1,2,48,0,0,0,0,0,0,4,2,0,3,1,3,11.461632170582678,1,1,1
30,1,4.0943445622221,9.050171619823361,1,2,0,1,1,0,0,4,2,1,3,3,6,8,82,7,0,0,10,10,1,0.0,1,2,1,2,3,1,5,0,5,0,624,624,2,3,1,3,6.579251212010101,0,0,6.579251212010101,0,0,1,0,2,1,1,5,4,0,1,2,5.0,1,2,484,2,3,2,106,0,0,0,0,0,0,4,2,0,5,2,3,11.570250531589497,1,1,1
50,3,4.0943445622221,9.035986984831405,1,2,0,0,1,0,0,7,2,1,3,1,6,5,66,6,0,0,2,3,1,0.0,1,3,2,2,3,1,3,388,5,0,552,940,2,4,1,3,7.083387847625295,403,0,7.374629015218945,0,0,1,0,2,1,1,6,4,2,4,4,66.0,1,1,240,2,3,2,0,0,108,0,0,0,0,4,2,0,6,2,3,11.84939770159144,1,1,1
20,3,4.653960350157523,9.328034514792826,1,2,3,1,1,0,0,14,2,1,3,3,6,5,12,12,0,0,10,10,1,0.0,2,2,4,3,4,1,4,334,1,544,322,1200,2,4,1,3,7.090076835776092,0,0,7.090076835776092,1,0,2,0,3,1,2,6,4,0,1,4,12.0,2,2,521,2,3,2,0,26,0,0,0,0,0,4,2,0,8,2,3,12.086725887897607,1,1,1
20,3,4.23410650459726,9.13216259091216,1,2,1,1,1,0,0,13,2,1,3,3,6,6,17,17,0,0,6,5,2,106.0,1,3,4,3,3,1,6,560,5,0,598,1158,2,3,1,3,7.062191632286556,0,0,7.062191632286556,1,0,2,0,3,1,2,6,4,0,1,4,17.0,2,2,400,2,3,2,120,26,0,0,0,0,0,4,2,0,7,2,3,12.061046873479915,1,1,1
120,1,3.784189633918261,8.348537825386098,1,2,0,1,1,0,0,1,2,1,4,3,5,5,31,31,0,0,9,9,1,0.0,1,3,4,3,3,1,4,874,5,0,268,1142,2,2,1,3,7.040536390215956,0,0,7.040536390215956,1,0,1,1,3,1,1,6,4,1,0,4,31.0,3,2,528,2,3,2,536,90,0,0,0,0,0,2,2,0,8,2,3,11.805595078933049,1,1,1
80,3,4.5217885770490405,8.84361509218395,1,2,1,1,1,0,0,17,2,1,3,4,5,4,48,48,2,0,2,6,2,120.0,1,3,2,2,3,3,2,300,2,294,468,1062,2,4,1,1,7.20934025660291,0,0,7.20934025660291,0,1,1,0,3,1,2,6,1,0,1,5,48.0,1,1,288,2,3,2,168,0,294,0,0,0,0,4,2,0,7,2,0,11.77528972943772,1,1,1
60,3,4.356708826689592,9.39357817555449,1,2,1,1,1,4,0,22,2,1,3,5,8,5,8,8,0,0,10,10,2,530.0,2,3,4,3,3,3,6,956,5,0,130,1086,2,4,1,3,6.990256500493881,838,0,7.562161631225652,1,0,2,1,3,1,2,7,4,1,3,4,8.0,2,2,592,2,3,2,208,75,0,0,374,0,0,4,2,0,6,2,3,12.542544882151386,1,1,1
85,3,4.23410650459726,8.927977461002001,1,2,1,1,1,4,0,9,2,1,3,0,6,6,29,29,0,0,10,10,1,0.0,1,3,2,3,3,3,6,773,5,0,115,888,2,4,1,3,6.815639990074331,0,0,6.815639990074331,1,0,1,0,2,1,1,5,4,1,3,4,29.0,2,2,470,2,3,2,0,0,0,0,192,0,0,2,2,0,6,2,3,11.957611286231675,1,1,1
50,3,4.23410650459726,9.120853205474647,1,1,0,1,1,0,0,3,2,1,3,1,5,5,68,26,0,0,4,3,1,0.0,1,3,2,2,3,1,1,399,5,0,484,883,2,3,1,3,6.895682697747868,517,0,7.316548177182976,1,0,1,0,3,1,1,8,4,0,1,2,68.0,1,1,240,2,3,0,0,0,0,0,0,0,0,4,2,0,7,2,3,11.884489021402711,1,1,1
85,3,4.1588830833596715,8.895766604056085,1,2,0,1,1,1,0,5,2,1,3,0,7,5,6,6,0,0,6,5,2,500.0,2,3,0,0,1,0,0,0,0,0,0,0,2,4,1,3,6.20455776256869,1427,0,7.561121589530238,0,0,3,0,4,1,2,7,4,1,5,5,6.0,2,2,672,2,3,2,0,0,177,0,0,0,0,4,2,0,7,1,3,12.198544379109382,1,1,1
160,1,3.044522437723423,7.426549072397305,1,2,0,1,1,0,0,2,2,1,1,5,6,8,37,2,0,0,6,5,2,510.0,1,3,2,2,3,1,4,162,5,0,321,483,2,3,1,3,6.180016653652572,504,0,6.894670039433482,0,0,1,1,2,1,2,5,4,0,1,2,37.0,1,1,264,2,3,2,250,0,0,0,0,0,0,4,2,0,5,2,3,11.678439903447801,1,1,1
60,3,4.23410650459726,9.84161214881804,1,2,1,1,1,2,0,12,2,1,3,5,6,5,30,30,0,0,6,5,2,120.0,1,3,4,3,3,2,6,712,5,0,84,796,2,2,1,3,6.672032945461067,784,0,7.3613754289773485,1,0,2,1,3,1,1,6,4,1,3,4,30.0,3,2,566,2,3,2,306,111,0,0,0,0,0,4,2,0,7,2,3,12.154779351142624,1,1,1
70,1,4.07753744390572,9.27706400401909,1,2,0,1,1,0,0,0,2,1,3,5,5,7,89,12,2,0,10,10,1,0.0,1,2,2,2,2,1,1,456,5,0,216,672,2,3,1,2,6.51025834052315,672,0,7.203405521083095,0,0,1,0,3,1,1,6,4,0,1,2,45.0,1,1,468,2,1,2,0,128,218,0,0,0,0,4,2,0,7,2,3,11.898187865760873,1,1,1
20,3,4.23410650459726,9.159047077588632,1,2,1,1,1,0,0,8,2,1,3,3,6,5,46,46,0,0,7,7,2,247.0,1,3,2,3,3,1,2,609,5,0,785,1394,2,3,1,3,7.2399325913204695,0,0,7.2399325913204695,1,0,1,1,3,1,1,6,4,2,4,4,46.0,2,2,514,2,3,2,0,76,0,0,185,0,0,4,2,0,7,2,3,11.976659481202368,1,1,1
80,3,4.61512051684126,9.121509158269568,1,2,1,1,1,1,0,8,2,1,3,4,6,5,46,46,0,1,7,7,2,305.0,1,3,2,3,3,4,6,371,5,0,728,1099,2,3,1,3,7.266128779556451,0,0,7.266128779556451,0,1,1,0,3,1,1,6,4,1,4,3,46.0,2,1,296,2,3,2,64,110,0,0,0,0,0,4,2,0,12,2,3,12.013700752882718,1,1,1
20,3,4.356708826689592,8.961879012677683,1,2,0,1,1,0,0,8,2,1,3,3,5,6,56,56,0,0,6,5,2,200.0,1,3,4,2,3,1,3,540,5,0,728,1268,2,3,1,3,7.145196134997171,0,0,7.145196134997171,0,0,1,0,2,1,1,7,4,1,4,4,56.0,3,1,244,2,3,2,0,98,0,0,0,0,0,4,2,0,3,2,3,11.790557201568507,1,1,1
20,3,4.23410650459726,9.193194213141211,1,2,1,1,1,1,0,8,2,1,3,3,5,7,51,4,0,0,2,1,1,0.0,1,2,2,2,3,1,4,72,2,258,733,1063,2,4,1,3,7.160069207596127,0,0,7.160069207596127,1,0,1,0,3,1,2,7,4,1,4,2,13.0,3,2,576,2,3,2,364,17,0,0,182,0,0,4,2,0,3,2,3,11.99535161421452,1,1,1
60,3,4.23410650459726,9.002208578282412,1,2,1,1,1,0,0,13,2,1,3,5,6,5,6,6,0,0,10,10,1,0.0,1,3,4,3,3,1,5,0,5,0,953,953,2,4,1,3,6.859614903654202,711,0,7.416979621381154,0,0,2,1,3,1,1,7,4,1,3,4,6.0,2,2,460,2,3,2,100,40,0,0,0,0,0,4,2,0,1,2,3,12.05757263721173,1,1,1
50,3,4.382026634673881,9.748002649695733,1,2,0,1,1,0,0,17,1,1,3,1,4,4,49,49,0,0,3,7,1,0.0,1,3,2,0,1,0,0,0,0,0,0,0,2,2,1,3,7.02108396428914,468,0,7.370230641807081,0,0,2,0,4,1,1,7,1,1,4,2,17.0,3,2,680,2,3,0,0,59,0,0,0,0,0,4,2,0,7,2,3,11.808813773969108,1,1,1
120,3,3.912023005428146,8.878358040627822,1,2,0,1,1,0,0,10,2,1,4,3,6,5,26,26,0,0,7,7,1,0.0,1,3,2,3,3,1,4,623,3,121,0,744,2,2,1,3,6.62273632394984,0,0,6.62273632394984,1,0,1,0,2,1,1,4,4,0,1,4,26.0,1,1,264,2,3,2,353,0,0,0,90,0,0,2,2,0,2,2,3,11.736069016284437,1,1,1
20,3,4.3694478524670215,9.271811694064283,1,2,0,1,1,0,0,8,2,1,3,3,5,6,56,56,0,0,4,3,1,0.0,1,3,4,2,3,1,2,428,3,180,0,608,2,2,1,3,7.1846291527173145,0,0,7.1846291527173145,1,0,1,0,3,1,1,5,1,0,1,4,56.0,1,1,270,2,3,2,66,0,0,0,0,0,0,0,2,0,11,2,3,11.719939634354555,1,1,1
60,3,4.174387269895637,9.011889433252344,1,2,0,1,1,0,0,14,2,1,3,5,7,5,4,3,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,847,847,2,4,1,3,6.741700694652055,1081,0,7.564238475170491,0,0,2,1,4,1,2,8,4,1,4,5,4.0,3,2,434,2,3,2,100,48,0,0,0,0,0,4,2,0,7,2,3,12.299107511497363,1,1,1
30,3,4.23410650459726,9.212338374638856,1,2,1,2,1,0,2,5,2,1,3,3,1,1,87,59,0,0,2,1,1,0.0,0,0,1,1,0,4,2,350,5,0,333,683,2,3,0,2,6.806829360392176,0,0,6.806829360392176,1,0,0,1,1,1,0,4,0,0,1,0,29.0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,3,2,3,11.018629143155449,1,1,1
85,3,4.04305126783455,9.087720658428273,1,2,1,1,1,4,0,14,2,1,3,0,5,5,10,10,0,0,10,10,1,0.0,2,3,4,3,3,3,6,298,5,0,572,870,2,4,1,3,6.81783057145415,0,0,6.81783057145415,0,0,1,0,2,1,1,5,4,0,1,2,8.0,1,2,576,2,3,2,0,0,0,0,0,0,0,4,2,0,7,2,3,11.904967552746252,1,1,1
60,4,4.624972813284271,9.318566777047053,1,2,1,1,1,1,0,18,2,1,3,5,8,5,3,2,0,0,9,9,1,0.0,2,3,4,3,3,1,5,0,5,0,1580,1580,2,4,1,3,7.365180126021013,886,0,7.81035268372429,0,0,3,0,4,1,2,8,4,1,4,4,3.0,2,2,610,2,3,2,159,214,0,0,0,0,0,4,2,0,12,2,3,12.736700896592344,1,1,1
20,3,4.477336814478207,9.34084218004034,1,2,0,1,1,1,0,20,2,1,3,3,9,2,0,0,2,0,10,10,4,350.0,2,3,4,4,3,3,6,1445,5,0,411,1856,2,4,1,3,7.526178913346146,0,0,7.526178913346146,1,0,1,1,1,1,3,8,4,1,5,4,0.0,3,3,834,2,3,2,113,0,0,0,0,0,0,4,2,0,6,3,4,12.885202034321916,1,1,1
60,3,4.0943445622221,9.002454823050954,1,2,1,1,1,0,0,13,4,1,3,5,6,5,9,9,0,0,10,10,2,16.0,1,3,4,3,3,1,5,0,5,0,982,982,2,4,1,3,6.914730892718563,793,0,7.495541943884256,0,0,2,1,3,1,1,7,4,1,3,4,9.0,3,2,463,2,3,2,100,63,0,0,0,0,0,4,2,0,6,2,3,12.095141084822892,1,1,1
50,3,3.912023005428146,8.517193191416238,1,1,0,1,1,0,0,7,2,1,3,1,5,6,86,60,0,0,8,1,1,0.0,1,3,1,2,3,1,3,218,5,0,808,1026,2,2,1,3,6.933423025730715,665,0,7.43307534889858,0,0,2,0,3,1,2,6,4,1,4,2,86.0,1,1,308,2,3,2,0,0,242,0,0,0,0,4,2,0,5,2,3,11.751942365440728,1,1,1
20,4,4.0943445622221,8.881836305004146,1,1,0,1,1,0,0,18,2,1,3,3,7,5,0,0,0,0,10,10,1,0.0,2,3,4,3,4,1,5,0,5,0,1293,1293,2,4,1,3,7.170888478512505,0,0,7.170888478512505,1,0,2,0,2,1,2,5,4,1,4,4,0.0,2,2,572,2,3,2,216,121,0,0,0,0,0,4,2,0,8,3,4,12.142866569626381,1,1,1
60,3,4.3694478524670215,9.131838143821225,1,2,1,1,1,0,0,14,2,1,3,5,7,5,1,1,0,0,10,10,1,0.0,2,3,4,3,3,3,5,0,5,0,939,939,2,4,1,3,6.844815479208263,858,0,7.493873886783559,0,0,2,1,3,1,2,8,4,0,1,4,1.0,2,2,639,2,3,2,144,53,0,0,0,0,0,4,2,0,4,2,3,12.271392111650817,1,1,1
45,2,4.0943445622221,9.104979856318357,1,2,0,1,1,1,0,10,2,1,3,2,6,3,81,59,0,0,2,1,1,0.0,1,3,1,1,2,1,5,0,5,0,784,784,2,2,0,2,6.664409020350408,0,0,6.664409020350408,0,0,1,0,2,1,1,5,4,0,1,2,59.0,1,2,360,1,1,0,0,0,91,0,0,0,0,4,2,0,10,2,3,11.238488619268468,1,1,1
60,3,4.23410650459726,10.880064025283644,1,2,3,2,1,1,1,17,1,1,3,5,6,5,15,15,0,0,6,5,1,0.0,2,3,4,3,3,3,6,985,5,0,595,1580,2,4,1,3,6.983789965258135,874,0,7.577121930876679,1,0,2,1,3,1,2,9,4,2,2,4,15.0,3,2,501,2,3,2,216,231,0,0,0,0,0,4,2,0,6,2,3,12.388394202324129,1,1,1
120,3,3.7612001156935624,8.065265208897733,1,2,0,1,1,0,0,15,2,1,4,3,8,5,6,5,0,0,10,10,2,16.0,2,3,4,3,3,1,6,24,5,0,1232,1256,2,4,1,3,7.1459844677143876,0,0,7.1459844677143876,0,0,2,0,2,1,2,6,4,1,3,4,6.0,3,2,430,2,3,2,146,20,0,0,144,0,0,4,2,0,4,2,3,12.165250651009918,1,1,1
50,3,4.060443010546419,9.037176752966994,1,2,0,1,1,2,0,5,1,1,3,1,5,3,96,10,1,0,2,10,1,0.0,1,0,4,2,3,1,5,0,5,0,658,658,2,2,1,3,6.489204931325317,526,0,7.076653815443951,0,0,1,0,5,1,1,8,4,0,1,0,26.0,0,0,0,0,0,0,0,151,0,0,0,0,0,4,2,0,5,2,1,11.302204433654575,1,1,1
80,3,4.276666119016055,8.881836305004146,1,2,0,1,1,0,0,5,2,1,3,4,6,6,33,33,2,0,4,3,2,255.0,1,3,2,2,3,3,4,631,5,0,410,1041,2,4,1,3,7.025538314638521,0,0,7.025538314638521,1,0,1,0,3,1,1,6,4,1,2,2,32.0,1,1,352,2,3,2,296,0,0,0,0,0,0,0,2,0,10,2,0,11.736069016284437,1,1,1
20,3,4.532599493153256,9.146548238888403,1,2,1,1,1,4,0,14,2,1,3,3,7,5,9,8,0,0,10,10,2,125.0,2,3,4,3,3,1,5,0,5,0,1468,1468,2,4,1,3,7.2991214627108,0,0,7.2991214627108,0,0,2,0,3,1,2,6,4,0,1,4,9.0,2,2,577,2,3,2,120,25,0,0,0,0,0,4,2,0,7,2,3,12.160028707028767,1,1,1
60,3,4.564348191467836,9.431401757086068,1,2,0,1,1,0,0,21,2,1,3,5,10,5,1,0,0,0,10,10,4,272.0,3,3,4,4,3,3,6,1280,5,0,402,1682,2,4,1,3,7.462789157412448,590,0,7.754481547470383,1,0,2,1,3,1,3,9,4,1,5,5,0.0,3,3,846,2,3,2,196,134,0,0,0,0,0,4,2,0,8,3,4,12.962194625251508,1,1,1
50,3,3.912023005428146,9.036582045842716,1,0,0,1,1,0,0,5,2,1,3,1,5,8,108,58,0,0,4,3,1,0.0,1,3,1,2,4,1,1,241,1,391,229,861,2,4,1,3,6.8679744089702925,406,0,7.220373836723949,1,0,1,0,4,1,1,7,4,0,1,2,30.0,1,1,384,2,3,2,0,130,112,0,0,0,0,2,2,0,4,2,3,11.686878772093667,1,1,1
